,Lawyer Names,experience,field,feedback,gender,charge,avg_days_for_disposal,lang,practices_at,location,cd,isprobo
132,Madhav Bora,19,"['Media  Entertainment ', '  Family ', ' Media  Entertainment ']",2.0,m,137.13071440795736,106.10432915861358,"['Bengali', 'Odia', 'Hindi']",Deo Ltd,Delhi, Small Businesses,False
133,Pihu Gour,17,"[' Medical ', 'Intellectual Property ', '  Civil ']",4.0,f,237.32821784495962,80.53731673813715,"['Hindi', 'Urdu', 'Punjabi']",Bora Ltd,Hyderabad, Small Businesses,False
134,Aradhya Ravel,8,"['Corporate ', ' Corporate ', '  Corporate ']",1.0,m,251.98311454340134,85.53199792564708,"['Bengali', 'Gujarati', 'Marathi']",Sathe Group,Bangalore, Large Corporations,True
135,Nayantara Sunder,3,"['Banking  Finance ', ' Real Estate ', '  Human Rights ']",3.0,f,319.5549698961054,101.53547483163413,"['Tamil', 'Bengali', 'Odia']",Keer LLC,Delhi, Individuals,True
136,Alisha Bedi,3,"['Civil ', '  Medical ', ' Tax ']",3.0,f,82.28090468634123,82.0891640754057,"['Odia', 'Assamese', 'Telugu']",Goyal-Dasgupta,Kolkata, Large Corporations,False
137,Zeeshan Seshadri,1,"['  Real Estate ', 'Tax ', ' Labor ']",4.0,m,152.0413778302322,89.92340051959162,"['Odia', 'Telugu']",Suri,Mumbai, Individuals,False
138,Saira Ratti,27,"[' Medical ', 'Labor ', '  Corporate ']",3.0,m,469.1706741135167,95.98145646637221,"['Bengali', 'Gujarati']",Batra,Bangalore, Large Corporations,False
139,Samiha Bhakta,5,"['Media  Entertainment ', ' Intellectual Property ', '  Corporate ']",,m,458.7845482708563,,"['Bengali', 'Tamil', 'Kannada']",Batra,Delhi, Large Corporations,True
140,Vritika Sachdev,10,"[' Medical ', 'Family ', '  Real Estate ']",4.0,f,401.5807913325615,63.33478556444698,"['Punjabi', 'Malayalam', 'Telugu']",Desai Group,Hyderabad, Small Businesses,False
141,Kimaya Kulkarni,7,"[' Medical ', 'Medical ', '  Immigration ']",1.0,f,58.730560528196946,100.72118474833418,"['Hindi', 'Urdu', 'Gujarati']",Anne PLC,Bangalore, Individuals,False
142,Abram Borde,26,"['Consumer Protection ', ' Immigration ', '  Criminal ']",4.0,m,197.15304582324595,86.49413913222412,"['Malayalam', 'Urdu', 'Marathi']",Hayre,Chennai, Individuals,False
143,Ishaan Mann,9,"['Consumer Protection ', ' Corporate ', '  Real Estate ']",2.0,m,332.5814309043085,100.61186566296571,"['Odia', 'Urdu', 'Telugu']",Bhalla LLC,Mumbai, Small Businesses,False
144,Stuvan Keer,28,"['  Consumer Protection ', 'Medical ', ' Labor ']",4.0,m,173.83559529806405,101.65397538532243,"['Hindi', 'Malayalam', 'Punjabi']",Hayre,Kolkata, Small Businesses,True
145,Mamooty Yadav,7,"['Banking  Finance ', '  Consumer Protection ', ' Immigration ']",3.0,m,459.3140127741998,114.11872591678735,"['Hindi', 'Odia', 'Urdu']",Krishnan Group,Chennai, Small Businesses,True
146,Emir Khurana,9,"['Immigration ', ' Immigration ', '  Environmental ']",3.0,m,335.25025782459886,110.30180471431805,"['Punjabi', 'Gujarati', 'Telugu']",Rana Ltd,Bangalore, Small Businesses,False
147,Manjari Jain,8,"['has 8 years of experience in Human Rights ', ' Banking  Finance ', '  Constitutional ']",5.0,f,82.35802279240052,110.19857493915444,"['Hindi', 'Malayalam', 'Kannada']",Mand,Delhi, Individuals,True
148,Navya Dar,12,"[' Real Estate ', 'Intellectual Property ', '  Tax ']",5.0,f,459.0525149760664,111.65505478749358,"['Hindi', 'Gujarati', 'Marathi']",Randhawa,Mumbai, Individuals,False
149,Nayantara Goyal,2,"[' Banking  Finance ', '  Civil ', 'Real Estate ']",,f,480.99499617930013,,"['Hindi', 'Tamil', 'Kannada']",Atwal Inc,Hyderabad, Small Businesses,True
150,Raunak Kaur,1,"[' Real Estate ', '  Labor ', 'Real Estate ']",1.0,m,84.97058827627647,90.48277630555259,"['Hindi', 'Bengali', 'Punjabi']",Gulati-Buch,Kolkata, Large Corporations,True
151,Biju Joshi,16,"['Media  Entertainment ', ' Consumer Protection ', '  Immigration ']",5.0,m,289.5621056875917,103.09225624767501,"['Bengali', 'Urdu', 'Assamese']",Madan,Delhi, Large Corporations,True
152,Trisha Barad,23,"['  Human Rights ', ' Criminal ', 'Real Estate ']",1.0,f,186.5139269963767,100.98121427149533,"['Bengali', 'Odia', 'Urdu']",Subramaniam,Kolkata, Large Corporations,True
153,Gatik Maharaj,23,"['Family ', '  Medical ', ' Civil ']",5.0,m,226.77758441663107,85.36400644892609,"['Punjabi', 'Tamil']",Magar,Hyderabad, Large Corporations,False
154,Kismat Kothari,24,"[' Labor ', '  Tax ', 'Real Estate ']",1.0,m,130.84304807990384,96.07235113212403,"['Tamil', 'Marathi', 'Kannada']",Gulati-Dara,Mumbai, Individuals,False
155,Indranil Sarna,5,"['Environmental ', ' Corporate ', '  Real Estate ']",4.0,m,310.13244590558566,89.47355299823109,"['Bengali', 'Telugu']",Agarwal-Ganesan,Bangalore, Individuals,False
156,Kashvi Bhatnagar,3,"['Media  Entertainment ', ' Consumer Protection ', '  Constitutional ']",4.0,f,481.09070896200075,77.19100637309916,"['Malayalam', 'Assamese', 'Telugu']",Samra-Lad,Kolkata, Individuals,True
157,Rhea Dayal,12,"['  Labor ', ' Human Rights ', 'Criminal ']",3.0,f,276.3826701222241,109.35691112064525,"['Bengali', 'Urdu', 'Telugu']",Zacharia,Mumbai, Large Corporations,True
158,Emir Saini,8,"['Consumer Protection ', ' Medical ', '  Human Rights ']",1.0,m,87.31156162751651,90.82798863795134,"['Malayalam', 'Urdu', 'Assamese']",Dubey-Datta,Kolkata, Small Businesses,False
159,Tanya Mann,22,"[' Family ', 'Intellectual Property ', '  Civil ']",,f,329.00060006483375,,"['Punjabi', 'Malayalam', 'Kannada']",Swaminathan Group,Delhi, Large Corporations,True
160,Tarini Chana,27,"[' Corporate ', '  Banking  Finance ', 'Criminal ']",3.0,f,203.10034750306568,65.6176159470025,"['Punjabi', 'Kannada']",Bhavsar-Yadav,Kolkata, Individuals,True
161,Fateh Varty,3,"['  Media  Entertainment ', 'Tax ', ' Criminal ']",4.0,m,435.16633531608403,81.6483184073495,"['Punjabi', 'Tamil', 'Gujarati']",Ramanathan-Ganesan,Delhi, Large Corporations,False
162,Trisha Bhavsar,1,"['Intellectual Property ', ' Intellectual Property ', '  Civil ']",1.0,f,245.6051667424116,90.48958255036307,"['Tamil', 'Hindi', 'Kannada']",Lall,Delhi, Small Businesses,True
163,Navya Tata,3,"[' Environmental ', 'Criminal ', '  Media  Entertainment ']",5.0,f,136.77782402401053,107.06071646443371,"['Punjabi', 'Assamese', 'Telugu']",Choudhry-Buch,Mumbai, Small Businesses,False
164,Saksham Dixit,5,"['  Immigration ', ' Environmental ', 'Intellectual Property ']",2.0,m,135.99753021101523,95.99204058903277,"['Urdu', 'Assamese', 'Telugu']",Keer,Chennai, Large Corporations,True
165,Bhavin Kara,15,"['Kara has 15 years of experience in Tax ', '  Real Estate ', ' Civil ']",4.0,m,395.9438813245222,94.65709131271127,"['Hindi', 'Gujarati', 'Assamese']",Gill,Hyderabad, Individuals,False
166,Faiyaz Balay,14,"[' Environmental ', '  Banking  Finance ', 'Constitutional ']",3.0,m,169.51441923831197,73.0910431116878,"['Punjabi', 'Malayalam', 'Urdu']",Raj,Kolkata, Individuals,True
167,Pari Raman,3,"['Environmental ', ' Environmental ', '  Tax ']",1.0,f,395.2550273716503,72.64587904155793,"['Hindi', 'Marathi', 'Telugu']",Sehgal-Guha,Bangalore, Individuals,True
168,Inaaya  Kara,1,"['Family ', ' Family ', '  Criminal ']",2.0,f,142.64928984496973,94.83756990434857,"['Tamil', 'Marathi', 'Telugu']",Sani,Delhi, Large Corporations,True
169,Madhav Loyal,5,"['Family ', ' Constitutional ', '  Tax ']",,m,194.75886591558924,,"['Hindi', 'Odia', 'Urdu']",Bhandari-Sem,Chennai, Individuals,True
170,Rhea Vyas,26,"['Banking  Finance ', ' Banking  Finance ', '  Tax ']",5.0,f,259.4691375978647,82.02183374566008,"['Malayalam', 'Telugu']",Batra,Delhi, Large Corporations,True
171,Aarav Batra,23,"['Media  Entertainment ', ' Intellectual Property ', '  Civil ']",3.0,m,474.43813236205284,97.51375993628787,"['Punjabi', 'Urdu', 'Telugu']",Deol-Buch,Chennai, Individuals,False
172,Vihaan Sastry,14,"[' Banking  Finance ', 'Medical ', '  Media  Entertainment ']",1.0,m,469.2791411392211,75.26513591584836,"['Punjabi', 'Malayalam', 'Assamese']",Salvi,Chennai, Small Businesses,True
173,Vidur Rout,7,"[' Real Estate ', 'Human Rights ', '  Criminal ']",4.0,m,143.0923439400295,114.0803394354271,"['Odia', 'Assamese']",Contractor-Sarkar,Bangalore, Small Businesses,False
174,Nitya Sarraf,27,"['Consumer Protection ', ' Immigration ', '  Criminal ']",3.0,f,211.19856855938275,108.35904516356835,"['Tamil', 'Hindi', 'Assamese']",Gera LLC,Chennai, Individuals,False
175,Dharmajan Lad,9,"['  Immigration ', ' Constitutional ', 'Real Estate ']",4.0,m,117.22972480419755,66.42870002492549,"['Urdu', 'Telugu']",Borah-Raja,Bangalore, Large Corporations,False
176,Prerak Dey,15,"['Environmental ', ' Banking  Finance ', '  Human Rights ']",1.0,m,279.4932856910737,76.0144313522702,"['Tamil', 'Odia', 'Urdu']",Edwin Group,Mumbai, Individuals,True
177,Ishaan Doshi,15,"['Corporate ', ' Corporate ', '  Labor ']",3.0,m,257.26214781259995,55.71334133257575,"['Hindi', 'Assamese']",Yogi-Sridhar,Delhi, Large Corporations,False
178,Yuvraj  Brar,26,"[' Corporate ', '  Intellectual Property ', 'Real Estate ']",4.0,m,455.3420731028296,78.261129561778,"['Punjabi', 'Tamil']",Loke Inc,Bangalore, Small Businesses,True
179,Rasha Divan,10,"[' Banking  Finance ', 'Human Rights ', '  Corporate ']",,f,468.5024200059827,,"['Hindi', 'Malayalam', 'Urdu']",Kunda-Gopal,Hyderabad, Large Corporations,True
180,Nirvi Gade,28,"['Consumer Protection ', ' Medical ', '  Human Rights ']",5.0,f,222.60532595328144,83.79157586587715,"['Assamese', 'Punjabi', 'Marathi']",Barad-Barad,Delhi, Individuals,True
181,Khushi Shenoy,13,"[' Banking  Finance ', 'Civil ', '  Corporate ']",1.0,f,271.28207435854523,96.91195865423951,"['Bengali', 'Odia', 'Telugu']",Anand,Hyderabad, Small Businesses,False
182,Ehsaan Ravi,19,"[' Environmental ', 'Human Rights ', '  Civil ']",3.0,m,453.3063121157599,67.16498522577383,"['Tamil', 'Malayalam', 'Odia']",Ganguly PLC,Kolkata, Large Corporations,True
183,Armaan Singhal,7,"['Environmental ', ' Real Estate ', '  Intellectual Property ']",2.0,m,413.01851348527765,101.96962881872858,"['Bengali', 'Hindi', 'Kannada']",Sura PLC,Hyderabad, Large Corporations,True
184,Rohan Atwal,17,"['  Labor ', 'Criminal ', ' Criminal ']",3.0,m,51.645340105092174,81.67336158107476,"['Odia', 'Marathi', 'Assamese']",Bandi-Golla,Mumbai, Small Businesses,True
185,Rohan Saini,20,"['Intellectual Property ', ' Labor ', '  Intellectual Property ']",5.0,m,194.0268038826121,90.18254523424358,"['Punjabi', 'Odia', 'Assamese']",Kapadia,Kolkata, Individuals,False
186,Akarsh Batta,29,"['Medical ', '  Immigration ', ' Constitutional ']",4.0,m,239.79840887125664,88.60688247910421,"['Punjabi', 'Marathi', 'Gujarati']",Dutta,Kolkata, Small Businesses,False
187,Elakshi Vohra,4,"['Medical ', ' Constitutional ', '  Tax ']",2.0,f,153.37232765745426,70.92677218661575,"['Malayalam', 'Odia', 'Kannada']",Loyal LLC,Chennai, Individuals,False
188,Urvi Kara,5,"[' Banking  Finance ', 'Media  Entertainment ', '  Civil ']",1.0,f,139.80722715317245,72.70373502390326,"['Punjabi', 'Urdu', 'Gujarati']",Chanda Group,Hyderabad, Individuals,False
189,Tushar Bumb,23,"['Corporate ', ' Tax ', '  Criminal ']",,m,67.00302796805585,,"['Malayalam', 'Assamese', 'Kannada']",Sabharwal-Rajan,Chennai, Large Corporations,True
190,Indrajit Varghese,7,"['Environmental ', ' Intellectual Property ', '  Consumer Protection ']",1.0,m,339.51637628139224,95.98488236252544,"['Punjabi', 'Odia', 'Telugu']",Ahuja PLC,Hyderabad, Individuals,False
191,Sumer Gokhale,13,"['  Civil ', 'Tax ', ' Civil ']",2.0,m,168.12963071742456,105.7507356233014,"['Gujarati', 'Telugu']",Garde Inc,Kolkata, Individuals,True
192,Khushi Srivastava,15,"['Civil ', ' Intellectual Property ', '  Media  Entertainment ']",1.0,f,73.5562302940909,94.86987353253778,"['Punjabi', 'Odia', 'Marathi']",Kapoor,Chennai, Small Businesses,False
193,Abram Garde,11,"['Tax ', ' Media  Entertainment ', '  Corporate ']",1.0,m,153.94068973762865,92.14485952213825,"['Bengali', 'Malayalam', 'Urdu']",Hegde Inc,Delhi, Small Businesses,True
194,Devansh Lata,29,"['Family ', '  Banking  Finance ', ' Labor ']",2.0,m,410.86127877625694,64.1098407199985,"['Punjabi', 'Marathi']",Sur-Krish,Hyderabad, Individuals,False
195,Nakul Kaur,4,"['Banking  Finance ', ' Corporate ', '  Labor ']",2.0,m,433.170131740946,85.94449954858246,"['Hindi', 'Malayalam', 'Kannada']",Krishnamurthy-Dugar,Hyderabad, Large Corporations,False
196,Divij Banerjee,13,"[' Banking  Finance ', 'Family ', '  Medical ']",1.0,m,267.3798103369862,89.58923519394384,"['Hindi', 'Urdu', 'Gujarati']",Dutt Group,Chennai, Small Businesses,False
197,Kanav Kuruvilla,7,"[' Corporate ', 'Human Rights ', '  Intellectual Property ']",5.0,m,237.23180168390877,119.29660797408862,"['Punjabi', 'Tamil', 'Telugu']",Bose,Hyderabad, Large Corporations,True
198,Amira Ramakrishnan,27,"[' Corporate ', '  Labor ', 'Real Estate ']",2.0,f,490.03416207580176,100.30434948148016,"['Bengali', 'Kannada', 'Telugu']",Subramanian-Chahal,Kolkata, Small Businesses,True
199,Kanav Arya,19,"['Criminal ', ' Tax ', '  Human Rights ']",,m,140.25409681463145,,"['Odia', 'Urdu', 'Telugu']",Garde Group,Chennai, Small Businesses,True
200,Ritvik Agrawal,22,"['Corporate ', ' Corporate ', '  Medical ']",4.0,m,146.9116772845738,98.96306558842092,"['Hindi', 'Malayalam', 'Tamil']",Gandhi,Chennai, Individuals,False
201,Zoya Garde,28,"['  Immigration ', 'Human Rights ', ' Labor ']",1.0,f,181.34022966637988,79.33045159575781,"['Hindi', 'Bengali', 'Kannada']",Mall,Bangalore, Small Businesses,False
202,Indranil Mani,2,"[' Consumer Protection ', 'Labor ', '  Civil ']",1.0,m,127.74079322648929,91.75686324224777,"['Tamil', 'Hindi', 'Telugu']",Shan,Bangalore, Small Businesses,False
203,Piya Sabharwal,10,"['Civil ', ' Real Estate ', '  Human Rights ']",4.0,m,220.71451919188397,93.5433546939635,"['Hindi', 'Kannada']",Mammen,Kolkata, Large Corporations,False
204,Onkar Gill,13,"['Medical ', ' Human Rights ', '  Media  Entertainment ']",5.0,m,459.8754021453892,75.91266645343977,"['Punjabi', 'Malayalam', 'Gujarati']",Sathe-Mallick,Delhi, Small Businesses,False
205,Yuvaan Kala,25,"['Civil ', '  Banking  Finance ', ' Civil ']",4.0,m,326.9065282828584,84.23418935110618,"['Malayalam', 'Urdu', 'Kannada']",Ahluwalia Group,Hyderabad, Small Businesses,True
206,Divyansh Desai,21,"[' Banking  Finance ', 'Human Rights ', '  Real Estate ']",2.0,m,235.37594687551865,86.91349509484242,"['Bengali', 'Tamil', 'Assamese']",Bhagat,Mumbai, Large Corporations,True
207,Manikya Karpe,6,"[' Medical ', 'Human Rights ', '  Medical ']",4.0,m,470.48485755704667,114.08429748847678,"['Tamil', 'Urdu']",Venkataraman,Hyderabad, Individuals,True
208,Misha Bhat,28,"['Environmental ', '  Media  Entertainment ', ' Labor ']",1.0,f,71.80890461412005,58.788892119135326,"['Punjabi', 'Odia', 'Gujarati']",Chana Inc,Mumbai, Individuals,True
209,Tara Lal,28,"[' Environmental ', '  Civil ', 'Real Estate ']",,f,144.62428005583763,,"['Punjabi', 'Hindi']",Ben and Sons,Kolkata, Small Businesses,True
210,Amira Chad,12,"['Media  Entertainment ', ' Consumer Protection ', '  Human Rights ']",3.0,f,304.6498722957915,75.94807147560925,"['Tamil', 'Punjabi', 'Kannada']",Dua,Delhi, Small Businesses,True
211,Romil Doctor,12,"['Family ', '  Criminal ', ' Civil ']",2.0,m,326.9986804369306,69.41881219095579,"['Punjabi', 'Bengali', 'Urdu']",Gokhale-Bora,Delhi, Large Corporations,False
212,Kartik Sidhu,20,"['Medical ', ' Labor ', '  Civil ']",4.0,m,67.80087795317591,107.69913195057697,"['Hindi', 'Gujarati', 'Assamese']",Sengupta,Delhi, Individuals,False
213,Darshit Sarna,11,"['Banking  Finance ', ' Consumer Protection ', '  Constitutional ']",1.0,m,231.36744105820947,100.97847103851572,"['Malayalam', 'Urdu', 'Assamese']",Mandal and Sons,Bangalore, Individuals,False
214,Misha Subramaniam,26,"[' Corporate ', '  Immigration ', 'Real Estate ']",2.0,f,342.1192841738927,108.81778053571784,"['Punjabi', 'Marathi', 'Telugu']",Srivastava,Kolkata, Individuals,False
215,Amira Doshi,23,"[' Medical ', 'Intellectual Property ', '  Family ']",1.0,f,364.1317458815307,102.01052921318364,"['Hindi', 'Bengali']",Varma,Mumbai, Large Corporations,False
216,Dhruv Bahl,28,"['Environmental ', ' Real Estate ', '  Immigration ']",5.0,m,337.1629561323212,120.89767502606102,"['Assamese', 'Telugu']",Bobal Group,Delhi, Large Corporations,True
217,Diya Dhar,25,"['Environmental ', ' Banking  Finance ', '  Intellectual Property ']",3.0,f,194.25345096241605,98.38085755416728,"['Punjabi', 'Assamese', 'Telugu']",Toor-Chad,Kolkata, Large Corporations,True
218,Trisha Ramaswamy,7,"['Corporate ', '  Consumer Protection ', ' Constitutional ']",5.0,f,92.08405561905928,87.65283935815262,"['Assamese', 'Marathi']",Ramesh-Atwal,Hyderabad, Small Businesses,True
219,Ritvik Bhandari,1,"['  Family ', 'Criminal ', ' Intellectual Property ']",,m,242.20060088870034,,"['Bengali', 'Odia', 'Gujarati']",Ben-Chakrabarti,Mumbai, Individuals,True
220,Mamooty Ganesh,1,"['Banking  Finance ', '  Banking  Finance ', ' Immigration ']",4.0,m,107.93949681562496,108.65203692518945,"['Odia', 'Assamese', 'Kannada']",Brahmbhatt-Goda,Bangalore, Small Businesses,True
221,Nehmat Kaur,25,"['Consumer Protection ', ' Human Rights ', '  Intellectual Property ']",2.0,m,476.4306463343002,78.30937012109824,"['Bengali', 'Tamil', 'Malayalam']",Thakkar-Banik,Chennai, Small Businesses,False
222,Tanya Seshadri,27,"[' Real Estate ', 'Constitutional ', '  Intellectual Property ']",4.0,f,263.82688971018274,80.22167126202929,"['Bengali', 'Marathi']",Srinivas-Behl,Mumbai, Large Corporations,True
223,Arnav Kapur,25,"['Consumer Protection ', ' Constitutional ', '  Criminal ']",3.0,m,192.7666284605904,85.36559978103139,"['Malayalam', 'Assamese', 'Kannada']",Kamdar-Sani,Hyderabad, Individuals,True
224,Keya Mander,20,"['  Banking  Finance ', 'Human Rights ', ' Criminal ']",3.0,f,394.83683200350504,58.43125801852001,"['Hindi', 'Malayalam', 'Odia']",Walla-Raju,Mumbai, Small Businesses,True
225,Rohan Sur,13,"[' Banking  Finance ', 'Immigration ', '  Criminal ']",3.0,m,274.07686666201874,92.0711761262632,"['Punjabi', 'Odia']",Vasa-Sur,Mumbai, Individuals,False
226,Lakshay Ray,9,"['Medical ', '  Banking  Finance ', ' Labor ']",1.0,m,189.51531080560252,61.708069440734604,"['Bengali', 'Gujarati', 'Telugu']",Kota,Chennai, Small Businesses,False
227,Manjari Dass,3,"['Media  Entertainment ', '  Environmental ', ' Media  Entertainment ']",2.0,f,415.38548407586075,90.79588969398928,"['Tamil', 'Urdu', 'Hindi']",Master Ltd,Delhi, Large Corporations,False
228,Zoya Sood,7,"['Immigration ', ' Criminal ', '  Media  Entertainment ']",4.0,f,440.2184679505049,102.97934634202875,"['Urdu', 'Telugu']",Grover PLC,Hyderabad, Small Businesses,False
229,Dhanuk Trivedi,6,"['Environmental ', ' Constitutional ', '  Tax ']",,m,352.85367482990466,,"['Punjabi', 'Kannada']",Chawla,Chennai, Large Corporations,False
230,Kiaan Gupta,8,"[' Real Estate ', '  Corporate ', 'Real Estate ']",5.0,m,71.13399008345029,115.15673805280306,"['Tamil', 'Bengali']",Maharaj-Chowdhury,Mumbai, Individuals,False
231,Dhanush Bassi,27,"['  Banking  Finance ', 'Intellectual Property ', ' Labor ']",3.0,m,304.8452960749395,68.09248650872269,"['Hindi', 'Assamese']",Shan,Hyderabad, Small Businesses,True
232,Romil Sandhu,9,"['Corporate ', ' Banking  Finance ', '  Tax ']",3.0,m,393.4827103987767,107.86891022447749,"['Bengali', 'Assamese', 'Kannada']",Biswas,Bangalore, Small Businesses,True
233,Anvi Basak,5,"['  Tax ', ' Environmental ', 'Labor ']",3.0,f,111.42635543761199,100.12705584610381,"['Punjabi', 'Tamil', 'Marathi']",Chaudhry-Garg,Mumbai, Large Corporations,True
234,Diya Choudhry,1,"['  Medical ', 'Immigration ', ' Immigration ']",4.0,f,152.9018381230715,64.25950127533966,"['Bengali', 'Odia', 'Kannada']",Deep and Sons,Bangalore, Large Corporations,False
235,Eva Desai,19,"['Corporate ', ' Corporate ', '  Consumer Protection ']",5.0,f,447.1227972806614,130.661914485608,"['Bengali', 'Marathi', 'Kannada']",Bahri Ltd,Kolkata, Individuals,False
236,Veer Dhingra,10,"['Environmental ', ' Labor ', '  Corporate ']",1.0,m,59.054774833883314,89.04382071744051,"['Bengali', 'Malayalam', 'Hindi']",D’Alia,Bangalore, Large Corporations,False
237,Aaina Sharma,12,"['  Real Estate ', ' Environmental ', 'Criminal ']",2.0,m,388.7272120216892,76.83773966766552,"['Marathi', 'Kannada', 'Telugu']",Sathe-Bal,Mumbai, Individuals,False
